source,target,weight
1012879781594005504,3117314104,1
1012879781594005504,967299284235440128,1
1012955614639742976,1116071575407796224,1
1012955614639742976,3330717731,1
1012955614639742976,784597554,1
1013080713472536578,1218767468954411011,1
1013080713472536578,15792387,2
1013080713472536578,3124725231,1
1013204415086497793,1218767468954411011,2
1013204415086497793,221651256,1
1013204415086497793,3388239435,1
1013254299495927808,2372163548,1
1013277972797820929,1218767468954411011,1
1013444701326860288,221651256,1
1013444701326860288,70740986,1
1013447288,1116071575407796224,1
1013447288,70740986,1
101352669,635906376,1
101352669,951228252747689991,1
1013549077848420352,1198827021104750592,1
1013549077848420352,1323845945503682562,1
1013549077848420352,1360406910684585988,1
1013559843511300097,1203050180225970176,1
1013559843511300097,3117314104,1
1013559843511300097,973596382991912962,1
1013576931013529600,1177644192610361345,1
1013762832998027264,1068681410444173314,1
1013762832998027264,798205169330769920,1
1013865674114908160,70740986,1
1013927426798292992,1151340112955019265,1
1013927426798292992,1198827021104750592,1
1013927426798292992,1218767468954411011,1
1013927426798292992,1331018240470917120,2
1013927426798292992,967299284235440128,1
1013963742412001280,29111734,1
1013979542082506752,1218767468954411011,2
1013979542082506752,221651256,2
1014050011011674112,1331018240470917120,1
1014162405667024898,1019322561824296960,3
1014162405667024898,1218767468954411011,3
1014162405667024898,1385945448,3
1014162405667024898,221651256,3
1014162405667024898,600016773,3
1014162405667024898,973596382991912962,3
101419828,82455213,1
101422430,1198827021104750592,1
101422430,70740986,1
1014356972169285632,1334300241106001922,1
1014393560530145280,1331018240470917120,1
1014776857844224000,1151340112955019265,2
1014776857844224000,1198827021104750592,2
1014776857844224000,1218767468954411011,1
1014776857844224000,1243302376410406912,1
1014776857844224000,1304051396942139397,1
1014776857844224000,221651256,1
1014776857844224000,70740986,2
1014776857844224000,846759129125400576,1
1014776857844224000,946959402,1
1014895923107913728,158253154,1
1014895923107913728,4429003533,1
1014904099081539590,1218767468954411011,1
1014904099081539590,42301660,1
1014904099081539590,70740986,1
1014904099081539590,79293791,1
1014907409800810496,1175180660417470464,2
1014907409800810496,1331018240470917120,3
1015088924979617793,1175180660417470464,1
1015088924979617793,1331018240470917120,1
1015088924979617793,3403689675,1
1015088924979617793,905584293157769217,1
1015215335853748225,22742052,1
1015215335853748225,2484511346,1
1015215335853748225,2537811938,1
1015215335853748225,923910799231418368,1
1015225339474214912,1099336534807982081,1
1015225339474214912,1116071575407796224,1
1015225339474214912,612872505,1
1015225339474214912,70740986,1
1015345877748191232,1116071575407796224,1
1015346066810658821,70740986,1
1015349929131298816,1130179902278447110,1
1015349929131298816,42301660,1
1015361621349273601,1068681410444173314,1
1015361621349273601,1110997556090359809,1
1015361621349273601,1126159965281050626,1
1015361621349273601,1177644192610361345,1
1015361621349273601,1218767468954411011,1
1015361621349273601,1245913291639177216,1
1015361621349273601,1267861139981041668,1
1015361621349273601,1303416853344202752,1
1015361621349273601,1372027203324641284,1
1015361621349273601,1385269499151196161,1
1015361621349273601,15792387,4
1015361621349273601,18634831,1
1015361621349273601,221651256,2
1015361621349273601,227372074,1
1015361621349273601,2273749986,1
1015361621349273601,230931590,1
1015361621349273601,303371908,1
1015361621349273601,318735170,1
1015361621349273601,496198099,1
1015361621349273601,612872505,1
1015361621349273601,70740986,2
1015361621349273601,836658637267296256,1
1015361621349273601,967299284235440128,1
1015384255470321664,1022352280446746626,1
101552679,70740986,1
1015823378605694978,830942621975576576,1
101628280,973596382991912962,1
1016426670037839876,1151340112955019265,1
1016691555485323268,1116071575407796224,1
1016691555485323268,303371908,1
1016853912,1292376426,1
1016853912,259476334,1
1016853912,70740986,1
1016888582940786688,89282580,1
1017040457283588097,913454365964472320,1
1017054005372039168,1087871641961537537,1
1017054005372039168,1218767468954411011,1
1017054005372039168,70740986,1
1017076337092321280,89282580,1
1017080469211492355,1326210001199886337,1
1017160131426086913,70740986,1
1017492228237864960,70740986,1
1017534723701297152,1331018240470917120,1
1018170507680735238,58397932,1
1018214517719912448,70740986,1
1018318394699833345,70740986,1
1018600056918827010,1028047537431883777,1
1018600056918827010,230931590,1
1018600056918827010,70740986,1
1018600056918827010,89282580,1
101884628,1218767468954411011,1
101884628,70740986,1
1018908995489288192,2484511346,1
1018978400,16409683,1
1018978400,70740986,2
1018978400,967299284235440128,1
1018997420271775744,1371246554774962176,1
1018997420271775744,851700611385053184,1
1019002481576210432,1300611104708743168,1
1019116542695534593,1038520012473098240,1
1019361747084464128,52103482,1
1019463430506287104,42301660,1
1019553556091682816,70740986,1
1019712200645201922,70740986,1
1019724124485226496,1218767468954411011,1
1019724124485226496,1244622027497123848,1
1019724124485226496,221651256,1
1019724124485226496,2869129385,1
1019777176009404416,158253154,1
1020056214443454464,70740986,1
1020295290564370432,967299284235440128,1
1020342897768476673,158253154,1
1020472575279837184,1218767468954411011,1
1020506280161628162,70740986,1
1020578134901522432,70740986,1
1020800654871277570,1372027203324641284,1
1020800654871277570,999963870545489922,1
1020868734871670785,1331018240470917120,1
1020868734871670785,15792387,1
1020868734871670785,2291988332,1
1021048739203608578,1571566974,1
1021057995839627264,17919972,1
1021057995839627264,70740986,1
102116808,1218767468954411011,1
1021247703437717504,1033447510331809794,1
1021247703437717504,1046561262786813953,1
1021247703437717504,1107758067725283332,1
1021247703437717504,1113940515941171201,1
1021247703437717504,1218767468954411011,1
1021247703437717504,1292376426,1
1021247703437717504,1360406910684585988,1
1021247703437717504,1372027203324641284,1
1021247703437717504,259476334,1
1021247703437717504,35916711,1
1021247703437717504,4201616975,1
1021633211762438149,1198827021104750592,1
1021633211762438149,3129181760,1
1021717704129085442,294415136,1
1021807148802744322,70740986,1
1021935316536635392,1028047537431883777,1
1021935316536635392,1151340112955019265,1
1021935316536635392,1198827021104750592,1
1021935316536635392,1218767468954411011,2
1021935316536635392,1331018240470917120,1
1021935316536635392,221651256,3
1021935316536635392,2462584671,1
1021935316536635392,70740986,4
1021935316536635392,846759129125400576,1
1021935316536635392,967299284235440128,1
1022162274725912577,42301660,1
1022237299369762822,1020092321801678849,1
1022245163173859329,1330966241100652546,1
1022245163173859329,612872505,1
1022249610042134529,1320708238803873792,1
1022249610042134529,136871743,1
1022251580249317379,967299284235440128,1
1022352280446746626,973596382991912962,1
102238119,1328550267067969536,1
1022395067426848768,2255010606,1
1022395067426848768,3247304255,1
1022516099915685891,846759129125400576,1
1022547032693727233,2970735742,1
1022896075328434176,70740986,1
1023033983196639233,303371908,1
1023437219099553792,1035190563744743425,1
1024142544710590464,70740986,2
1024152269950988288,967620697,1
1024374157209939974,70740986,1
1024387178,1218767468954411011,1
1024387178,318840539,1
1024387178,70740986,1
1024438888662753282,442367600,1
1024438888662753282,967620697,1
1024454642158194688,118432756,1
1024454642158194688,1218767468954411011,1
1024454642158194688,1331018240470917120,1
1024454642158194688,2525980915,1
1024454642158194688,256824557,1
1024454642158194688,38862483,1
1024454642158194688,89282580,1
1024454642158194688,967299284235440128,2
1024506230717464576,1218767468954411011,1
1024506230717464576,221651256,1
1024673367834722304,1151340112955019265,1
1024836876237197312,1019322561824296960,1
1024836876237197312,1087871641961537537,1
1024836876237197312,1218767468954411011,1
1024836876237197312,1292376426,1
1024836876237197312,17437511,1
1024836876237197312,221651256,1
1024836876237197312,25348246,1
1024836876237197312,412806234,1
1024836876237197312,62024240,1
1024836876237197312,70740986,1
1024836876237197312,739016215,1
1024836876237197312,89282580,1
1024836876237197312,973596382991912962,1
1024905980,158253154,1
1024985865687261186,70740986,1
1024987387494129664,70740986,1
1025053570197016577,1198827021104750592,1
1025053570197016577,70740986,1
1025194001278885888,788794760764985344,1
1025230330612068352,1218767468954411011,1
1025324514,1331018240470917120,1
1025324514,221651256,1
1025324514,89282580,2
1025401856527409153,1099336534807982081,1
1025401856527409153,221651256,1
1025401856527409153,70740986,1
1025522029586538496,221651256,1
1025522029586538496,256824557,2
1025522029586538496,381230981,1
1025522029586538496,967299284235440128,2
1025739096587522048,70740986,1
102579887,82455213,1
1025903236354596864,1116071575407796224,1
1025903236354596864,303371908,1
1025903236354596864,3330717731,1
1025903236354596864,61393516,1
1026180939922239490,70740986,1
1026256914429046784,24317204,1
1026340865827065856,1087871641961537537,1
1026340865827065856,1218767468954411011,1
1026340865827065856,1372027203324641284,1
1026340865827065856,3396061565,1
1026340865827065856,357924963,1
1026340865827065856,798205169330769920,1
1026340865827065856,968649288833265670,1
1026494280754442240,2932372996,1
1026689078161534976,70740986,1
1027012412220817408,1218767468954411011,1
1027033849409273856,1218767468954411011,1
1027346713592225792,1218767468954411011,2
1027446422411595776,1151340112955019265,1
1027446422411595776,1198827021104750592,1
1027446422411595776,1218767468954411011,1
1027446422411595776,70740986,1
1027541870115729408,1218767468954411011,1
1027541870115729408,318840539,1
1027541870115729408,70740986,1
1027566554513375237,1331018240470917120,1
1027701048625057793,70740986,1
1027735836,70740986,1
102806925,967299284235440128,1
1028074714735038464,1053683794534977537,1
1028074714735038464,1116071575407796224,2
1028074714735038464,1198827021104750592,1
1028074714735038464,3330717731,1
1028074714735038464,70740986,1
1028074714735038464,788794760764985344,1
1028133527374708737,1384629443642146817,1
102816195,1328550267067969536,1
1028383625367236608,973596382991912962,1
1028441456841711616,1151340112955019265,1
1028441456841711616,1331018240470917120,1
1028450748,70740986,1
102861341,1358407609166950401,1
102861341,15792387,1
102861341,158253154,1
102861341,42301660,1
102861341,70740986,2
102861341,967299284235440128,1
1028649795592830976,4160731461,1
1028718530718576640,1218767468954411011,1
1028718530718576640,40937731,1
1028718693822488577,147746697,1
1028722589416517634,1294568000247357443,1
1028722589416517634,2484580446,1
102890561,1035190563744743425,1
102890561,1362196291120484356,1
102890561,42301660,1
102890561,73463687,1
1028969424,70740986,1
1028991915382001664,1292376426,1
1028991915382001664,259476334,1
1028991915382001664,70740986,1
1029082090179047427,70740986,1
1029082090179047427,973596382991912962,2
1029091475110457346,1319285251093327872,1
1029093512216756227,221651256,1
1029093512216756227,70740986,1
1029114901846007808,973596382991912962,1
1029243834067247104,1198827021104750592,1
1029243834067247104,1258140609577181184,1
1029243834067247104,1362196291120484356,1
1029243834067247104,4205448083,1
1029243834067247104,4249074555,1
1029243834067247104,483136410,1
1029243834067247104,70740986,5
1029301681,884220846201589764,1
1029389300,1218767468954411011,1
1029389300,70740986,2
1029416459137687553,741016777002352640,1
1029523613718913024,70740986,1
10296692,798205169330769920,1
1029789843239460869,1218767468954411011,1
1029789843239460869,1331018240470917120,1
1029789843239460869,70740986,1
1029850375568994304,1218767468954411011,1
1029850375568994304,70740986,1
1029850375568994304,979829389599928320,1
1029886591542546432,22520624,1
1029897422099677186,1328550267067969536,1
1029897422099677186,1350080036,1
1029897422099677186,1358407609166950401,1
1029897422099677186,1369549513980080132,1
1029897422099677186,629518287,1
1029897422099677186,988987945620262912,1
1029907891023736837,256824557,1
1029907891023736837,67806182,1
1029907891023736837,70740986,1
1029927806829047809,1116071575407796224,1
1030138292350722048,1116071575407796224,1
1030138292350722048,1218767468954411011,1
1030184449462259712,1038520012473098240,1
1030233707968389123,1116071575407796224,1
1030233707968389123,303371908,1
1030233707968389123,3330717731,3
1030279999889309697,158253154,1
1030282024974569472,1345624049116917760,1
1030295869290102785,1218767468954411011,1
1030327214141833217,1116071575407796224,1
1030327214141833217,1218767468954411011,1
1030553710731186176,1166901582258200576,1
1030553784303476736,3456579995,1
103059136,1331018240470917120,1
103059136,70740986,1
103089877,1320708238803873792,1
103089877,70740986,1
1030999278314029056,1151340112955019265,1
1030999278314029056,132779820,1
1031116152,3117314104,1
1031609492,1218767468954411011,2
1031609492,1248262335225102337,1
1031609492,221382131,1
1031609492,3117314104,1
1031609492,70740986,2
1031609492,807000113172201476,1
1031611764411179010,1089733202,1
1031611764411179010,147746697,1
1031615738036060162,70740986,1
1031724090367700993,47224036,1
1031724090367700993,70740986,1
1031737036548526081,973596382991912962,1
1031759437,1203050180225970176,1
1032018646653181952,16688083,1
1032018646653181952,70740986,1
1032086258275766277,15792387,1
1032092855085477888,158253154,1
1032092855085477888,42301660,1
1032335992970207233,1340138314259722240,1
1032648375248646144,1218767468954411011,1
1033334072,1331018240470917120,1
1033400291985711104,1331018240470917120,1
1033400291985711104,221651256,2
1033400291985711104,89282580,1
1033400291985711104,967299284235440128,1
1033739211051024386,221651256,1
1033814026948694018,3330717731,1
1033814026948694018,42301660,1
1033814026948694018,895714071026188289,1
1033905138845577216,1055856883,1
1033905138845577216,1382858798667345925,1
1033962791223185408,1385164720206798852,1
1034021557,70740986,1
1034088837864087552,1331018240470917120,1
1034088837864087552,960578596774535168,1
1034107754321985537,1331018240470917120,1
1034151351532576770,1085916809780449282,1
1034405386089111553,70740986,1
103454288,70740986,1
1034769156741234689,3117314104,1
103484478,1216284665746804737,1
103484478,1331018240470917120,1
1034869354607927296,3330717731,1
1034913018080124930,973596382991912962,1
1034921911514542080,42301660,1
1035029783019769856,1384629443642146817,1
1035290273927053313,1218767468954411011,1
1035290273927053313,70740986,2
1035338357377617922,1244618503619035137,1
1035434726797062149,89282580,1
1035832671375708160,89282580,1
1036091595974746113,1347010793573916673,4
1036098676215701505,3117314104,1
1036158552048467968,1218767468954411011,1
1036158552048467968,1331018240470917120,1
1036396991297847298,1331018240470917120,1
1036396991297847298,158253154,1
1036451404813094912,1116071575407796224,1
1036727840018841600,15792387,1
1036838369068769282,70740986,1
1037518064236081157,973596382991912962,1
103762416,973596382991912962,1
1037921571820724226,1080683282537287681,1
1038042699197112322,1384629443642146817,1
1038076607917899776,1331018240470917120,1
1038097691543302144,973596382991912962,1
1038125569521725440,158253154,1
1038125569521725440,70740986,1
1038174434006315008,1218767468954411011,1
1038174434006315008,318840539,1
1038174434006315008,70740986,1
1038192544449024000,1218767468954411011,1
1038192544449024000,1360406910684585988,1
1038192544449024000,70740986,1
1038266687030796289,3123961715,1
1038293004501639169,64029993,1
1038296623132987393,70740986,1
1038416676390428673,1241600060988760067,1
1038422230982701056,1116071575407796224,1
1038422230982701056,427036048,1
1038422230982701056,70740986,1
1038476572267880450,1198827021104750592,1
1038476572267880450,70740986,2
1038490406877622274,1022352280446746626,1
1038517621442965504,1151340112955019265,1
1038517621442965504,256824557,1
1038517621442965504,967299284235440128,1
1038586516262608896,1154947165371977729,1
1038586516262608896,1218767468954411011,2
1038586516262608896,1237193628516339712,1
1038586516262608896,1331018240470917120,2
1038586516262608896,70740986,2
1038640919946440704,1218767468954411011,1
1038744961590747136,1253457142587285506,1
1038744961590747136,24317204,1
1038944524964429825,1198827021104750592,1
103895707,1331018240470917120,1
1039165839570808832,70740986,1
1039266818748297217,70740986,1
1039298252246528000,1198827021104750592,1
1039298252246528000,70740986,1
1039314104266186752,1177644192610361345,1
1039314104266186752,1218767468954411011,1
1039487470080020480,70740986,1
103955080,1331018240470917120,1
1039674950146293761,15792387,1
1039674950146293761,967299284235440128,2
103974411,20174215,1
103974411,70740986,1
103974411,82455213,1
1039750734319968256,1177644192610361345,1
1039750734319968256,1198827021104750592,1
1039750734319968256,70740986,3
1039750734319968256,967299284235440128,1
103994106,299304193,1
1039969916001116161,1331018240470917120,1
1040010473192792064,1261105714552061954,1
1040228495580745728,70740986,1
1040493447570845696,1218767468954411011,1
1040598695056732161,359576264,1
1040598695056732161,967299284235440128,1
1040599285887328256,1218767468954411011,1
1040599285887328256,70740986,2
1040651112926261248,1087871641961537537,1
1040657814736257025,1032335992970207233,1
1040657814736257025,1044022659456139265,1
1040657814736257025,1116071575407796224,2
1040657814736257025,151987722,1
1040657814736257025,3330717731,4
1040657814736257025,905584293157769217,1
1040674709266997251,1218767468954411011,1
1040674709266997251,15792387,1
1040674709266997251,770986248857157633,1
1040733866,70740986,1
1040864956051333120,1218767468954411011,1
1040864956051333120,138203134,1
1040864956051333120,946693620215795712,1
1041027869215023107,42301660,1
1041170031017639936,1116071575407796224,2
1041170031017639936,1300240635883122688,1
1041170031017639936,3333874229,1
1041170031017639936,711405893,1
1041170031017639936,973596382991912962,1
1041170031017639936,999963870545489922,1
1041180065298436097,1218767468954411011,1
1041302410172325888,70740986,1
1041420394375401472,1077631261101965312,1
1041420394375401472,905584293157769217,1
1041420394375401472,991390793922437121,1
1041432788149264385,1151340112955019265,1
1041432788149264385,70740986,1
1041446689,1218767468954411011,1
1041446689,389125466,1
1041446689,70740986,1
1041455970847580160,70740986,1
1041701133813669889,70740986,2
1041701133813669889,89282580,1
1041701133813669889,967299284235440128,1
1041811808825364481,1331018240470917120,1
1041829464659906560,1116071575407796224,1
1041831047044812801,1151340112955019265,1
1041831047044812801,1218767468954411011,1
1041831047044812801,1331018240470917120,1
1041831047044812801,221651256,1
1041831047044812801,4170023057,2
1041831047044812801,70740986,1
1041831047044812801,89282580,2
1041831047044812801,967299284235440128,3
1041863586337959936,1331018240470917120,1
1042044490297602056,15792387,1
1042044490297602056,158253154,1
1042044490297602056,16409683,1
1042067590095482890,1331018240470917120,1
1042090686747693061,1331018240470917120,1
1042202963236798464,1116071575407796224,1
1042236150629318657,1291164679591677953,1
1042236150629318657,1370475291399847938,1
1042236150629318657,1658848321,1
1042236150629318657,184968003,1
1042236150629318657,326514871,1
1042236150629318657,359576264,1
1042236150629318657,967299284235440128,1
1042236150629318657,988987945620262912,1
104237289,1320708238803873792,1
104237289,4201616975,1
1042576010007531521,1198827021104750592,1
1042576010007531521,70740986,2
1042756787022307328,973596382991912962,1
1042832674405007360,1042832674405007360,1
1042832674405007360,1332894396279382019,1
1042832674405007360,70740986,1
1042870060094652416,2970735742,1
1042870060094652416,464755095,1
104289855,70740986,1
1042956264400216065,70740986,1
1043245664392630275,1196677089430126593,1
1043245664392630275,1218767468954411011,1
1043245664392630275,1287716769352777734,1
1043245664392630275,70740986,1
1043245664392630275,862436523286900736,1
1043340295,1331018240470917120,1
104348963,70740986,1
1043532726098440192,1116071575407796224,1
1043587459601391618,973596382991912962,1
1043847905851920386,2718005286,1
1043847905851920386,967620697,1
1043847905851920386,996133951864561664,1
1043914587442155521,176642704,1
1043914587442155521,256824557,1
1043914587442155521,70740986,3
1043914587442155521,967299284235440128,2
1044066695567093761,2343994460,1
1044246783189295105,1115620026,1
1044246783189295105,1350950020456046598,1
